web_scraper_order,web_scraper_start_url,Containers_link,number of rooms,number of bathrooms,Surface,Address
"1765215729-267","https://sn.coinafrique.com/categorie/villas?page=60","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-fann-3878510","6","5","600","Fann, Dakar, Sénégal"
"1765215732-268","https://sn.coinafrique.com/categorie/villas?page=60","https://sn.coinafrique.com/annonce/villas/location-villas-10-pieces-parcelles-assainies-3878389","10","3","200","Parcelle Assainies, Dakar, Sénégal"
"1765215734-269","https://sn.coinafrique.com/categorie/villas?page=60","https://sn.coinafrique.com/annonce/villas/location-villas-05-pieces-almadies-3881074","5","5","800","Almadies, Dakar, Sénégal"
"1765215737-270","https://sn.coinafrique.com/categorie/villas?page=60","https://sn.coinafrique.com/annonce/villas/vente-villa-r-1-12-pieces-a-zac-mbao-3890815","150 m2","","","Mbao, Dakar, Sénégal"
"1765215740-271","https://sn.coinafrique.com/categorie/villas?page=60","https://sn.coinafrique.com/annonce/villas/location-villa-r1-6-pieces-sacre-cur-3894391","6","5","","Sacré-Coeur, Dakar, Sénégal"
"1765215742-272","https://sn.coinafrique.com/categorie/villas?page=60","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-keur-massar-3918406","5","2","150","Keur Massar, Sénégal"
"1765215745-273","https://sn.coinafrique.com/categorie/villas?page=60","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sacre-cur-3897498","6","5","350 m2","Sacré-Coeur, Dakar, Sénégal"
"1765215747-274","https://sn.coinafrique.com/categorie/villas?page=60","https://sn.coinafrique.com/annonce/villas/location-villas-05-pieces-sipres-3896048","5","4","210","Sipres, Dakar, Sénégal"
"1765215753-275","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-parcelles-assainies-3898958","5","4","210","Parcelle Assainies, Dakar, Sénégal"
"1765215756-276","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-a-liberte-6-3905648","7","5","","Sicap Liberté, Dakar, Sénégal"
"1765215758-277","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/location-villa-r2-6-pieces-nord-foire-cite-sonatel-3908239","6","4","","Dakar, Sénégal"
"1765215760-278","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/location-villa-18-pieces-almadies-3910579","18","10","","Almadies, Dakar, Sénégal"
"1765215763-279","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-a-mermoz-3909417","6","7","500 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215766-280","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/location-villa-ngor-almadies-3908244","14","8","600 m2","Mamelles, Dakar, Sénégal"
"1765215768-281","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-6-pieces-ouakam-3912604","6","5","","Ouakam, Dakar, Sénégal"
"1765215770-282","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/location-villa-15-pieces-almadies-3913940","15","9","12","Almadies, Dakar, Sénégal"
"1765215773-283","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-sicap-liberte-3919126","4","3","150","Sicap Liberté, Dakar, Sénégal"
"1765215775-284","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-grand-dakar-3915919","4","2","150","Grand Dakar, Dakar, Sénégal"
"1765215777-285","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-sipres-3914462","5","5","210","Sipres, Dakar, Sénégal"
"1765215780-286","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-mermoz-sacre-cur-3914528","6","5","500","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215782-287","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/location-villas-15-pieces-almadies-3917770","15","8","600","Almadies, Dakar, Sénégal"
"1765215785-288","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-sicap-liberte-3917754","4","2","150","Sicap Liberté, Dakar, Sénégal"
"1765215787-289","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-mermoz-sacre-cur-3917821","4","3","225","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215789-290","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-aux-mamelles-3924081","4","3","120 m2","Mamelles, Dakar, Sénégal"
"1765215792-291","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/location-villa-16-pieces-virage-3919310","","","","Ngor, Dakar, Sénégal"
"1765215794-292","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/location-villa-r1-7-pieces-a-mermoz-3920362","7","5","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215797-293","https://sn.coinafrique.com/categorie/villas?page=59","https://sn.coinafrique.com/annonce/villas/location-villas-7-pieces-almadies-3923271","7","7","590","Almadies, Dakar, Sénégal"
"1765215802-294","https://sn.coinafrique.com/categorie/villas?page=58","https://sn.coinafrique.com/annonce/villas/vente-villa-basse-4-pieces-a-keur-mbaye-fall-3923959","4","2","150 m2","Dakar, Sénégal"
"1765215804-295","https://sn.coinafrique.com/categorie/villas?page=58","https://sn.coinafrique.com/annonce/villas/vente-villa-basse-4-pieces-a-sacre-cur-3923952","4","2","150 m2","Sacré-Coeur, Dakar, Sénégal"
"1765215806-296","https://sn.coinafrique.com/categorie/villas?page=58","https://sn.coinafrique.com/annonce/villas/location-villa-r2-6-pieces-a-liberte-6-extension-3924078","6","4","","Dakar, Sénégal"
"1765215809-297","https://sn.coinafrique.com/categorie/villas?page=58","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-15-pieces-a-mbour-saly-3924298","16","8","300 m2","Saly, Sénégal"
"1765215811-298","https://sn.coinafrique.com/categorie/villas?page=58","https://sn.coinafrique.com/annonce/villas/location-villa-f4-scat-urbam-3925515","4","4","","Dakar, Sénégal"
"1765215813-299","https://sn.coinafrique.com/categorie/villas?page=58","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-a-fann-residence-3925766","5","5","","Fann, Dakar, Sénégal"
"1765215816-300","https://sn.coinafrique.com/categorie/villas?page=58","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mamelles-3927516","5","4","150 m2","Mamelles, Dakar, Sénégal"
"1765215818-301","https://sn.coinafrique.com/categorie/villas?page=58","https://sn.coinafrique.com/annonce/villas/vente-villas-04-pieces-sicap-liberte-3929251","4","3","450","Sicap Liberté, Dakar, Sénégal"
"1765215821-302","https://sn.coinafrique.com/categorie/villas?page=58","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-almadies-3933792","7","6","12","Almadies, Dakar, Sénégal"
"1765215823-303","https://sn.coinafrique.com/categorie/villas?page=58","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-grand-yoff-3933315","4","2","150","Grand Yoff, Dakar, Sénégal"
"1765215825-304","https://sn.coinafrique.com/categorie/villas?page=58","https://sn.coinafrique.com/annonce/villas/vente-maison150-m2-arafat-3932700","5","2","150 m2","Grand Yoff, Dakar, Sénégal"
"1765215828-305","https://sn.coinafrique.com/categorie/villas?page=58","https://sn.coinafrique.com/annonce/villas/location-villa-r1-a-la-cite-douane-golf-guediawaye-3936173","8","5","225 m2","Guediawaye, Dakar, Sénégal"
"1765215830-306","https://sn.coinafrique.com/categorie/villas?page=58","https://sn.coinafrique.com/annonce/villas/vente-villa-1-piece-dieuppeul-derkle-3936476","1","1","360","Dieuppeul-Derklé, Dakar, Sénégal"
"1765215833-307","https://sn.coinafrique.com/categorie/villas?page=58","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-sipres-3937909","5","5","210","Sipres, Dakar, Sénégal"
"1765215839-308","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villa-15-pieces-almadies-3948952","15","10","","Almadies, Dakar, Sénégal"
"1765215841-309","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-sipres-3949558","5","5","210","Sipres, Dakar, Sénégal"
"1765215844-310","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villa-r2-cite-keur-gorgui-3953726","9","7","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215846-311","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villa-15-pieces-almadies-3954464","15","10","12","Almadies, Dakar, Sénégal"
"1765215848-312","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mamelles-3955604","6","4","","Mamelles, Dakar, Sénégal"
"1765215851-313","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villa-15-pieces-almadies-3957541","15","10","12","Almadies, Dakar, Sénégal"
"1765215854-314","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-sacre-coeur-3957535","5","5","12","Sacré-Coeur, Dakar, Sénégal"
"1765215856-315","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-dakar-plateau-3958921","5","4","12","Dakar Plateau, Dakar, Sénégal"
"1765215859-316","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-a-fann-residence-3957765","","","","Fann, Dakar, Sénégal"
"1765215861-317","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villas-05-pieces-sipres-3956899","5","5","210","Sipres, Dakar, Sénégal"
"1765215863-318","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-nord-foire-3961399","12","250 m2","","Ouest Foire, Dakar, Sénégal"
"1765215866-319","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-vurage-3961429","8","250 m2","","Ngor, Dakar, Sénégal"
"1765215868-320","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-vdn-cite-horizon-3968122","7","5","200 m2","Sipres, Dakar, Sénégal"
"1765215871-321","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-3968841","6","5","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215873-322","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-fann-3971132","","","","Fann, Dakar, Sénégal"
"1765215875-323","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villas-7-pieces-mermoz-sacre-cur-3971415","7","8","621","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215878-324","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mariste-3971565","5","5","140","Mariste, Dakar, Sénégal"
"1765215880-325","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/vente-villas-06-pieces-fann-3971536","6","5","1212","Fann, Dakar, Sénégal"
"1765215883-326","https://sn.coinafrique.com/categorie/villas?page=57","https://sn.coinafrique.com/annonce/villas/location-villa-17-pieces-almadies-3977458","17","11","12","Almadies, Dakar, Sénégal"
"1765215887-327","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-almadies-3977506","7","4","12","Almadies, Dakar, Sénégal"
"1765215890-328","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-3977751","5","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215892-329","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-golf-4017920","5","2","150","Parcelle Assainies, Dakar, Sénégal"
"1765215895-330","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-parcelle-assainies-4017928","7","5","288","Parcelle Assainies, Dakar, Sénégal"
"1765215897-331","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/location-villas-05-pieces-sipres-3974978","5","5","210","Sipres, Dakar, Sénégal"
"1765215900-332","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-dakar-4009700","6","150","","Dakar, Sénégal"
"1765215902-333","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-aux-almadies-3984712","5","250 m2","","Almadies, Dakar, Sénégal"
"1765215906-334","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/location-villa-r1-7-pieces-aux-mamelles-4000107","7","4","","Mamelles, Dakar, Sénégal"
"1765215909-335","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-almadies-3986266","7","5","12","Almadies, Dakar, Sénégal"
"1765215911-336","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-dakar-plateau-3986276","6","5","12","Dakar Plateau, Dakar, Sénégal"
"1765215914-337","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/vente-villas-06-pieces-fann-3984304","6","8","1214","Fann, Dakar, Sénégal"
"1765215916-338","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-a-sacre-cur-3988735","6","200 m2","","Sacré-Coeur, Dakar, Sénégal"
"1765215918-339","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sacre-coeur-3993837","6","4","","Sacré-Coeur, Dakar, Sénégal"
"1765215921-340","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-3992697","6","8","600","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215923-341","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sacre-coeur-3996107","6","5","12","Sacré-Coeur, Dakar, Sénégal"
"1765215926-342","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-sacre-cur-3997626","6","4","12","Sacré-Coeur, Dakar, Sénégal"
"1765215928-343","https://sn.coinafrique.com/categorie/villas?page=56","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sacre-coeur-3999833","6","4","12","Sacré-Coeur, Dakar, Sénégal"
"1765215933-344","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villas-04-pieces-point-e-3999049","4","5","500","Point E, Dakar, Sénégal"
"1765215935-345","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-4002452","3","2","500 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215938-346","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-4002447","6","5","500","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215940-347","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sacre-cur-4004927","6","4","21","Sacré-Coeur, Dakar, Sénégal"
"1765215943-348","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-sacre-cur-4006430","6","4","12","Sacré-Coeur, Dakar, Sénégal"
"1765215945-349","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sacre-coeur-4009945","6","4","12","Sacré-Coeur, Dakar, Sénégal"
"1765215948-350","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-cite-keur-gorgui-4011604","5","4","","Sipres, Dakar, Sénégal"
"1765215951-351","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-point-e-4009153","4","4","500","Point E, Dakar, Sénégal"
"1765215953-352","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-sacre-cur-4012858","6","4","12","Sacré-Coeur, Dakar, Sénégal"
"1765215955-353","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-point-e-4009741","4","4","500","Point E, Dakar, Sénégal"
"1765215958-354","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-mamelles-4016242","3","2","120","Mamelles, Dakar, Sénégal"
"1765215960-355","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-fann-4017427","4","5","1350","Fann, Dakar, Sénégal"
"1765215963-356","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villas-03-pieces-mamelles-4015728","3","2","140","Mamelles, Dakar, Sénégal"
"1765215966-357","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-8-pieces-hann-bel-air-cite-isra-4017049","","","","Hann Bel-Air, Dakar, Sénégal"
"1765215968-358","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-cite-horizon-vdn-4017162","7","","","Sipres, Dakar, Sénégal"
"1765215971-359","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villas-7-pieces-almadies-4021791","7","4","12","Almadies, Dakar, Sénégal"
"1765215973-360","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-a-niakhirate-4025782","","","","Rufisque, Sénégal"
"1765215976-361","https://sn.coinafrique.com/categorie/villas?page=55","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-cite-djily-mbaye-4024958","6","5","","Djily MBaye, Dakar, Sénégal"
"1765215981-362","https://sn.coinafrique.com/categorie/villas?page=54","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadied-zone-de-recasement-4037693","5","4","250 m2","Almadies, Dakar, Sénégal"
"1765215984-363","https://sn.coinafrique.com/categorie/villas?page=54","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-sipres-4035449","4","5","210","Sipres, Dakar, Sénégal"
"1765215987-364","https://sn.coinafrique.com/categorie/villas?page=54","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mermoz-4044149","7","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215989-365","https://sn.coinafrique.com/categorie/villas?page=54","https://sn.coinafrique.com/annonce/villas/location-villa-r3-4-pieces-virage-cite-indien-4044933","3","3","","Ngor, Dakar, Sénégal"
"1765215992-366","https://sn.coinafrique.com/categorie/villas?page=54","https://sn.coinafrique.com/annonce/villas/location-villa-r3-6-pieces-hann-marinas-4044959","8","5","500 m2","Hann Bel-Air, Dakar, Sénégal"
"1765215994-367","https://sn.coinafrique.com/categorie/villas?page=54","https://sn.coinafrique.com/annonce/villas/location-villa-diamniadio-4044943","4","3","200 m2","Diamniadio, Sénégal"
"1765215998-368","https://sn.coinafrique.com/categorie/villas?page=54","https://sn.coinafrique.com/annonce/villas/vente-villa-r3-keur-massar-4051352","13","180 m2","","Keur Massar, Sénégal"
"1765216000-369","https://sn.coinafrique.com/categorie/villas?page=54","https://sn.coinafrique.com/annonce/villas/location-villa-r1-6-pieces-liberte-6-extension-4051964","6","4","","Sicap Liberté, Dakar, Sénégal"
"1765216003-370","https://sn.coinafrique.com/categorie/villas?page=54","https://sn.coinafrique.com/annonce/villas/location-villas-17-pieces-almadies-4052706","17","13","650","Almadies, Dakar, Sénégal"
"1765216009-371","https://sn.coinafrique.com/categorie/villas?page=53","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-9-pieces-mermoz-4055295","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216012-372","https://sn.coinafrique.com/categorie/villas?page=53","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-yoff-4056984","6","4","67","Yoff, Dakar, Sénégal"
"1765216018-373","https://sn.coinafrique.com/categorie/villas?page=53","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-yoff-4059191","6","4","12","Yoff, Dakar, Sénégal"
"1765216021-374","https://sn.coinafrique.com/categorie/villas?page=53","https://sn.coinafrique.com/annonce/villas/location-villas-15-pieces-almadies-4061630","15","10","60","Almadies, Dakar, Sénégal"
"1765216023-375","https://sn.coinafrique.com/categorie/villas?page=53","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-yoff-4061618","6","4","500","Yoff, Dakar, Sénégal"
"1765216026-376","https://sn.coinafrique.com/categorie/villas?page=53","https://sn.coinafrique.com/annonce/villas/vente-maison-hamo-4-4060793","150 m2","","","Guediawaye, Dakar, Sénégal"
"1765216028-377","https://sn.coinafrique.com/categorie/villas?page=53","https://sn.coinafrique.com/annonce/villas/location-villa-r1-6-pieces-ngor-almadies-4064644","6","5","","Ngor, Dakar, Sénégal"
"1765216031-378","https://sn.coinafrique.com/categorie/villas?page=53","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-almadies-4078676","","","","Almadies, Dakar, Sénégal"
"1765216033-379","https://sn.coinafrique.com/categorie/villas?page=53","https://sn.coinafrique.com/annonce/villas/location-villas-15-pieces-almadies-4069533","15","8","78","Almadies, Dakar, Sénégal"
"1765216036-380","https://sn.coinafrique.com/categorie/villas?page=53","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-yoff-4069551","6","5","21","Yoff, Dakar, Sénégal"
"1765216041-381","https://sn.coinafrique.com/categorie/villas?page=52","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-6-pieces-cite-mbakiyou-faye-mamelles-4081399","6","4","","Mamelles, Dakar, Sénégal"
"1765216043-382","https://sn.coinafrique.com/categorie/villas?page=52","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mamelles-4080355","5","5","380 m2","Mamelles, Dakar, Sénégal"
"1765216045-383","https://sn.coinafrique.com/categorie/villas?page=52","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-6-pieces-cite-des-magistrats-4089716","6","4","210 m2","Dakar, Sénégal"
"1765216048-384","https://sn.coinafrique.com/categorie/villas?page=52","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mermoz-sacre-coeur-4090231","4","3","195","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216051-385","https://sn.coinafrique.com/categorie/villas?page=52","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-fann-4094477","7","4","12","Fann, Dakar, Sénégal"
"1765216053-386","https://sn.coinafrique.com/categorie/villas?page=52","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-fann-4098959","5","4","12","Fann, Dakar, Sénégal"
"1765216056-387","https://sn.coinafrique.com/categorie/villas?page=52","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-fann-4098198","6","5","1350","Fann, Dakar, Sénégal"
"1765216060-388","https://sn.coinafrique.com/categorie/villas?page=51","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mamelles-4108482","7","5","250 m2","Mamelles, Dakar, Sénégal"
"1765216063-389","https://sn.coinafrique.com/categorie/villas?page=51","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-almadies-4109971","","","","Almadies, Dakar, Sénégal"
"1765216065-390","https://sn.coinafrique.com/categorie/villas?page=51","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-coeur-4114072","5","3","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216068-391","https://sn.coinafrique.com/categorie/villas?page=51","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-cite-des-magistrats-4116297","7","8","","Dakar, Sénégal"
"1765216070-392","https://sn.coinafrique.com/categorie/villas?page=51","https://sn.coinafrique.com/annonce/villas/location-appartement-f3-dakar-plateau-4119756","3","2","","Dakar Plateau, Dakar, Sénégal"
"1765216073-393","https://sn.coinafrique.com/categorie/villas?page=51","https://sn.coinafrique.com/annonce/villas/location-studio-dakar-plateau-4119792","2","2","","Dakar Plateau, Dakar, Sénégal"
"1765216075-394","https://sn.coinafrique.com/categorie/villas?page=51","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-sicap-liberte-4124488","3","2","110","Sicap Liberté, Dakar, Sénégal"
"1765216077-395","https://sn.coinafrique.com/categorie/villas?page=51","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-fann-4126626","6","5","1350","Fann, Dakar, Sénégal"
"1765216084-396","https://sn.coinafrique.com/categorie/villas?page=50","https://sn.coinafrique.com/annonce/villas/location-villas-7-pieces-ouakam-4134744","7","5","1500","Ouakam, Dakar, Sénégal"
"1765216088-397","https://sn.coinafrique.com/categorie/villas?page=50","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-mermoz-sacre-coeur-4136831","7","5","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216091-398","https://sn.coinafrique.com/categorie/villas?page=50","https://sn.coinafrique.com/annonce/villas/vente-villas-mbao-4139352","3","300","","Mbao, Dakar, Sénégal"
"1765216093-399","https://sn.coinafrique.com/categorie/villas?page=50","https://sn.coinafrique.com/annonce/villas/vente-villa-biagui-4139840","5","4","386 m2","Yoff, Dakar, Sénégal"
"1765216096-400","https://sn.coinafrique.com/categorie/villas?page=50","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-biagui-4142731","5","4","386 m2","Yoff, Dakar, Sénégal"
"1765216099-401","https://sn.coinafrique.com/categorie/villas?page=50","https://sn.coinafrique.com/annonce/villas/location-villa-r2-mermoz-4193147","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216104-402","https://sn.coinafrique.com/categorie/villas?page=49","https://sn.coinafrique.com/annonce/villas/location-villa-meuble-mermoz-4164809","7","5","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216107-403","https://sn.coinafrique.com/categorie/villas?page=49","https://sn.coinafrique.com/annonce/villas/vente-villa-basse-pikine-extension-4164931","8","220 m2","","Pikine, Sénégal"
"1765216109-404","https://sn.coinafrique.com/categorie/villas?page=49","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-sacre-coeur-4167058","6","4","12","Sacré-Coeur, Dakar, Sénégal"
"1765216112-405","https://sn.coinafrique.com/categorie/villas?page=49","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-mamelles-4164208","3","3","300","Mamelles, Dakar, Sénégal"
"1765216114-406","https://sn.coinafrique.com/categorie/villas?page=49","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-ouakam-4164107","6","7","1500","Ouakam, Dakar, Sénégal"
