web_scraper_order,web_scraper_start_url,Containers_link,number of rooms,number of bathrooms,Surface,Address
"1765214926-1","https://sn.coinafrique.com/categorie/villas?page=100","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-2837969","6","4","545","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765214929-2","https://sn.coinafrique.com/categorie/villas?page=100","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-ouakam-2856539","6","5","400 m2","Ouakam, Dakar, Sénégal"
"1765214934-3","https://sn.coinafrique.com/categorie/villas?page=99","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-fann-2869456","6","5","500","Fann, Dakar, Sénégal"
"1765214937-4","https://sn.coinafrique.com/categorie/villas?page=99","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mermoz-sacre-cur-2870119","7","8","500","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765214939-5","https://sn.coinafrique.com/categorie/villas?page=99","https://sn.coinafrique.com/annonce/villas/vente-maison-4-pieces-2871436","3","2","150 m2","Dakar, Sénégal"
"1765214942-6","https://sn.coinafrique.com/categorie/villas?page=99","https://sn.coinafrique.com/annonce/villas/location-villa-06-pieces-ouakam-2874888","6","5","800","Ouakam, Dakar, Sénégal"
"1765214947-7","https://sn.coinafrique.com/categorie/villas?page=98","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-mamelles-2892346","6","4","432","Mamelles, Dakar, Sénégal"
"1765214953-8","https://sn.coinafrique.com/categorie/villas?page=97","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-sicap-liberte-2916327","5","4","254","Sicap Liberté, Dakar, Sénégal"
"1765214956-9","https://sn.coinafrique.com/categorie/villas?page=97","https://sn.coinafrique.com/annonce/villas/location-villa-09-pieces-dakar-2926031","9","10","2500","Dakar, Sénégal"
"1765214958-10","https://sn.coinafrique.com/categorie/villas?page=97","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-1000-m-almadies-2927751","8","6","2752","Almadies, Dakar, Sénégal"
"1765214964-11","https://sn.coinafrique.com/categorie/villas?page=96","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-mermoz-sacre-cur-2950709","9","10","800","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765214970-12","https://sn.coinafrique.com/categorie/villas?page=95","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-dieuppeul-derkle-2955662","4","3","296","Dieuppeul-Derklé, Dakar, Sénégal"
"1765214972-13","https://sn.coinafrique.com/categorie/villas?page=95","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-yoff-2970644","4","4","154","Yoff, Dakar, Sénégal"
"1765214975-14","https://sn.coinafrique.com/categorie/villas?page=95","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mamelles-2976709","7","5","250","Mamelles, Dakar, Sénégal"
"1765214981-15","https://sn.coinafrique.com/categorie/villas?page=94","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mamelles-2976718","7","250","","Mamelles, Dakar, Sénégal"
"1765214987-16","https://sn.coinafrique.com/categorie/villas?page=93","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-mermoz-sacre-cur-3001329","10","4","301","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765214989-17","https://sn.coinafrique.com/categorie/villas?page=93","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-tivaouane-peulh-cite-socabeg-3007510","4","2","150 m2","Keur Massar, Sénégal"
"1765214992-18","https://sn.coinafrique.com/categorie/villas?page=93","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-yoff-3020274","5","4","165","Yoff, Dakar, Sénégal"
"1765214998-19","https://sn.coinafrique.com/categorie/villas?page=92","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-hlm-3043900","4","2","75","HLM, Dakar, Sénégal"
"1765215005-20","https://sn.coinafrique.com/categorie/villas?page=91","https://sn.coinafrique.com/annonce/villas/location-villas-09-pieces-ouakam-3054359","9","10","374","Ouakam, Dakar, Sénégal"
"1765215011-21","https://sn.coinafrique.com/categorie/villas?page=90","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3072995","5","5","421","Almadies, Dakar, Sénégal"
"1765215014-22","https://sn.coinafrique.com/categorie/villas?page=90","https://sn.coinafrique.com/annonce/villas/location-villa-06-pieces-mermoz-sacre-coeur-3084196","6","7","700","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215020-23","https://sn.coinafrique.com/categorie/villas?page=89","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-ngor-3103972","5","6","300","Ngor, Dakar, Sénégal"
"1765215023-24","https://sn.coinafrique.com/categorie/villas?page=89","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-patte-doie-3106308","5","5","180","Patte d'oie, Dakar, Sénégal"
"1765215025-25","https://sn.coinafrique.com/categorie/villas?page=89","https://sn.coinafrique.com/annonce/villas/location-villa-07-pieces-point-e-3122165","7","8","1200","Point E, Dakar, Sénégal"
"1765215031-26","https://sn.coinafrique.com/categorie/villas?page=88","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-mermoz-sacre-coeur-3122527","5","5","180","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215033-27","https://sn.coinafrique.com/categorie/villas?page=88","https://sn.coinafrique.com/annonce/villas/location-villa-aux-mamelles-3125216","3","2","160 m2","Mamelles, Dakar, Sénégal"
"1765215036-28","https://sn.coinafrique.com/categorie/villas?page=88","https://sn.coinafrique.com/annonce/villas/location-villa-03-pieces-mamelles-3129872","3","2","150","Mamelles, Dakar, Sénégal"
"1765215040-29","https://sn.coinafrique.com/categorie/villas?page=88","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-3144123","6","4","121","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215042-30","https://sn.coinafrique.com/categorie/villas?page=88","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-coeur-3144421","5","3","543","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215048-31","https://sn.coinafrique.com/categorie/villas?page=87","https://sn.coinafrique.com/annonce/villas/vente-villa-09-pieces-mbao-3146465","9","8","450","Mbao, Dakar, Sénégal"
"1765215051-32","https://sn.coinafrique.com/categorie/villas?page=87","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ouest-foire-3149939","5","5","200","Ouest Foire, Dakar, Sénégal"
"1765215057-33","https://sn.coinafrique.com/categorie/villas?page=86","https://sn.coinafrique.com/annonce/villas/vente-villa-moderne-avec-piscine-nianing-3174358","5","5","607 m2","Mbour, Sénégal"
"1765215059-34","https://sn.coinafrique.com/categorie/villas?page=86","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3175077","5","5","542","Almadies, Dakar, Sénégal"
"1765215062-35","https://sn.coinafrique.com/categorie/villas?page=86","https://sn.coinafrique.com/annonce/villas/location-villas-18-pieces-almadies-3175119","18","12","656","Almadies, Dakar, Sénégal"
"1765215064-36","https://sn.coinafrique.com/categorie/villas?page=86","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3176914","6","7","1100","Almadies, Dakar, Sénégal"
"1765215070-37","https://sn.coinafrique.com/categorie/villas?page=85","https://sn.coinafrique.com/annonce/villas/vente-villa-06-pieces-sicap-liberte-3200178","6","4","293","Sicap Liberté, Dakar, Sénégal"
"1765215079-38","https://sn.coinafrique.com/categorie/villas?page=83","https://sn.coinafrique.com/annonce/villas/vente-villa-09-pieces-mbao-3207766","9","8","450","Mbao, Dakar, Sénégal"
"1765215082-39","https://sn.coinafrique.com/categorie/villas?page=83","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-fann-3209765","7","6","1200","Fann, Dakar, Sénégal"
"1765215084-40","https://sn.coinafrique.com/categorie/villas?page=83","https://sn.coinafrique.com/annonce/villas/location-villa-07-pieces-ouakam-3216704","7","8","800","Ouakam, Dakar, Sénégal"
"1765215086-41","https://sn.coinafrique.com/categorie/villas?page=83","https://sn.coinafrique.com/annonce/villas/location-villas-mermoz-sacre-coeur-3223723","200","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215092-42","https://sn.coinafrique.com/categorie/villas?page=82","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-mermoz-sacre-cur-3240683","6","7","600","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215094-43","https://sn.coinafrique.com/categorie/villas?page=82","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ouest-foire-3253357","5","4","200","Ouest Foire, Dakar, Sénégal"
"1765215097-44","https://sn.coinafrique.com/categorie/villas?page=82","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-ouest-foire-3257208","5","7","180","Ouest Foire, Dakar, Sénégal"
"1765215099-45","https://sn.coinafrique.com/categorie/villas?page=82","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mamelles-3256664","5","5","342","Mamelles, Dakar, Sénégal"
"1765215102-46","https://sn.coinafrique.com/categorie/villas?page=82","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-ouakam-3261483","5","5","160","Ouakam, Dakar, Sénégal"
"1765215104-47","https://sn.coinafrique.com/categorie/villas?page=82","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-aliou-sow-golf-3313881","12","5","200 m2","Hann Bel-Air, Dakar, Sénégal"
"1765215110-48","https://sn.coinafrique.com/categorie/villas?page=81","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-ngor-3271465","6","6","1000","Ngor, Dakar, Sénégal"
"1765215112-49","https://sn.coinafrique.com/categorie/villas?page=81","https://sn.coinafrique.com/annonce/villas/vente-villa-2-pieces-sicap-liberte-3276063","2","2","309","Sicap Liberté, Dakar, Sénégal"
"1765215117-50","https://sn.coinafrique.com/categorie/villas?page=80","https://sn.coinafrique.com/annonce/villas/location-villas-05-pieces-ouest-foire-3311198","5","5","200","Ouest Foire, Dakar, Sénégal"
"1765215120-51","https://sn.coinafrique.com/categorie/villas?page=80","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-yoff-3321455","4","5","343","Yoff, Dakar, Sénégal"
"1765215122-52","https://sn.coinafrique.com/categorie/villas?page=80","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ouest-foire-3333893","5","5","200","Ouest Foire, Dakar, Sénégal"
"1765215128-53","https://sn.coinafrique.com/categorie/villas?page=79","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-ouakam-3390647","4","2","","Ouakam, Dakar, Sénégal"
"1765215131-54","https://sn.coinafrique.com/categorie/villas?page=79","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ouest-foire-3345709","5","5","206","Ouest Foire, Dakar, Sénégal"
"1765215133-55","https://sn.coinafrique.com/categorie/villas?page=79","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-mermoz-sacre-coeur-3350481","5","7","600","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215135-56","https://sn.coinafrique.com/categorie/villas?page=79","https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-r2-ngor-almadies-3349995","6","5","286 m2","Ngor, Dakar, Sénégal"
"1765215138-57","https://sn.coinafrique.com/categorie/villas?page=79","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-r2-almadies-3349977","","","","Ngor, Dakar, Sénégal"
"1765215143-58","https://sn.coinafrique.com/categorie/villas?page=78","https://sn.coinafrique.com/annonce/villas/vente-villa-14-pieces-keur-massar-3426548","16","9","150 m2","Keur Massar, Sénégal"
"1765215146-59","https://sn.coinafrique.com/categorie/villas?page=78","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-golf-3430838","4","2","150 m2","Hann Bel-Air, Dakar, Sénégal"
"1765215148-60","https://sn.coinafrique.com/categorie/villas?page=78","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-ouakam-3381689","9","7","600","Ouakam, Dakar, Sénégal"
"1765215154-61","https://sn.coinafrique.com/categorie/villas?page=77","https://sn.coinafrique.com/annonce/villas/location-villa-09-pieces-mamelles-3397753","9","7","600","Mamelles, Dakar, Sénégal"
"1765215157-62","https://sn.coinafrique.com/categorie/villas?page=77","https://sn.coinafrique.com/annonce/villas/location-villa-04-pieces-mermoz-sacre-coeur-3403716","4","180","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215160-63","https://sn.coinafrique.com/categorie/villas?page=77","https://sn.coinafrique.com/annonce/villas/vente-villas-09-pieces-petit-mbao-3404012","9","7","386","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215162-64","https://sn.coinafrique.com/categorie/villas?page=77","https://sn.coinafrique.com/annonce/villas/location-villa-04-pieces-ouakam-3405388","4","3","180","Ouakam, Dakar, Sénégal"
"1765215165-65","https://sn.coinafrique.com/categorie/villas?page=77","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-mamelles-3420239","3","7","600","Mamelles, Dakar, Sénégal"
"1765215168-66","https://sn.coinafrique.com/categorie/villas?page=77","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-aliou-sow-3471368","10","4","180 m2","Hann Bel-Air, Dakar, Sénégal"
"1765215173-67","https://sn.coinafrique.com/categorie/villas?page=76","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-coeur-3446654","5","6","241","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215175-68","https://sn.coinafrique.com/categorie/villas?page=76","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3451531","5","4","211","Almadies, Dakar, Sénégal"
"1765215178-69","https://sn.coinafrique.com/categorie/villas?page=76","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-3452542","6","5","459","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215181-70","https://sn.coinafrique.com/categorie/villas?page=76","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-yoff-3457978","5","4","350","Yoff, Dakar, Sénégal"
"1765215183-71","https://sn.coinafrique.com/categorie/villas?page=76","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-mermoz-sacre-coeur-3463901","4","3","180","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215186-72","https://sn.coinafrique.com/categorie/villas?page=76","https://sn.coinafrique.com/annonce/villas/location-villa-r2-mamelles-3506557","6","4","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215188-73","https://sn.coinafrique.com/categorie/villas?page=76","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-dakar-3494210","3","2","150","Dakar, Sénégal"
"1765215194-74","https://sn.coinafrique.com/categorie/villas?page=75","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-almadies-3478429","10","6","654","Almadies, Dakar, Sénégal"
"1765215197-75","https://sn.coinafrique.com/categorie/villas?page=75","https://sn.coinafrique.com/annonce/villas/location-duplex-haut-standing-f7-mamelles-3518576","7","5","","Mamelles, Dakar, Sénégal"
"1765215199-76","https://sn.coinafrique.com/categorie/villas?page=75","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-mermoz-sacre-coeur-3484133","3","3","180","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215202-77","https://sn.coinafrique.com/categorie/villas?page=75","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-almadies-3487070","4","3","213","Almadies, Dakar, Sénégal"
"1765215204-78","https://sn.coinafrique.com/categorie/villas?page=75","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-derkle-3502652","300","","","Dieuppeul-Derklé, Dakar, Sénégal"
"1765215207-79","https://sn.coinafrique.com/categorie/villas?page=75","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-a-demolir-sicap-liberte-5-3502662","313","","","Sicap Liberté, Dakar, Sénégal"
"1765215209-80","https://sn.coinafrique.com/categorie/villas?page=75","https://sn.coinafrique.com/annonce/villas/vente-villa-315m-sicap-liberte-3502677","315","","","Sicap Liberté, Dakar, Sénégal"
"1765215212-81","https://sn.coinafrique.com/categorie/villas?page=75","https://sn.coinafrique.com/annonce/villas/vente-villa-277m-baobab-3494221","277","","","Dakar, Sénégal"
"1765215214-82","https://sn.coinafrique.com/categorie/villas?page=75","https://sn.coinafrique.com/annonce/villas/vente-villa-09-pieces-yoff-3498540","9","7","2069","Yoff, Dakar, Sénégal"
"1765215217-83","https://sn.coinafrique.com/categorie/villas?page=75","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-yoff-3502570","6","5","250","Yoff, Dakar, Sénégal"
"1765215223-84","https://sn.coinafrique.com/categorie/villas?page=74","https://sn.coinafrique.com/annonce/villas/location-villa-hann-marinas-cite-isra-2-3530643","","","","Hann Bel-Air, Dakar, Sénégal"
"1765215225-85","https://sn.coinafrique.com/categorie/villas?page=74","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-mermoz-sacre-coeur-3536196","3","2","165","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215229-86","https://sn.coinafrique.com/categorie/villas?page=74","https://sn.coinafrique.com/annonce/villas/location-villa-17-pieces-almadies-3541255","17","12","800","Almadies, Dakar, Sénégal"
"1765215235-87","https://sn.coinafrique.com/categorie/villas?page=73","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-sacre-coeur-3559902","5","4","250","Sacré-Coeur, Dakar, Sénégal"
"1765215237-88","https://sn.coinafrique.com/categorie/villas?page=73","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-sicap-liberte-3559916","4","3","274","Sicap Liberté, Dakar, Sénégal"
"1765215243-89","https://sn.coinafrique.com/categorie/villas?page=72","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3565035","5","4","212","Almadies, Dakar, Sénégal"
"1765215245-90","https://sn.coinafrique.com/categorie/villas?page=72","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-sacre-coeur-3569890","4","3","326","Sacré-Coeur, Dakar, Sénégal"
"1765215248-91","https://sn.coinafrique.com/categorie/villas?page=72","https://sn.coinafrique.com/annonce/villas/location-villa-07-pieces-ouakam-3569408","7","8","500","Ouakam, Dakar, Sénégal"
"1765215250-92","https://sn.coinafrique.com/categorie/villas?page=72","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-ouest-foire-3583620","4","3","150","Ouest Foire, Dakar, Sénégal"
"1765215253-93","https://sn.coinafrique.com/categorie/villas?page=72","https://sn.coinafrique.com/annonce/villas/vente-villa-a-demolir-549m-almadies-3587138","549","","","Almadies, Dakar, Sénégal"
"1765215255-94","https://sn.coinafrique.com/categorie/villas?page=72","https://sn.coinafrique.com/annonce/villas/location-villa-r3-14-pieces-a-sacre-cur-3-3587157","","","","Sacré-Coeur, Dakar, Sénégal"
"1765215258-95","https://sn.coinafrique.com/categorie/villas?page=72","https://sn.coinafrique.com/annonce/villas/location-villa-08-pieces-hann-bel-air-3588619","8","7","700","Hann Bel-Air, Dakar, Sénégal"
"1765215263-96","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-mermoz-sacre-coeur-3591638","4","4","431","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215266-97","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-medina-3591767","4","3","257","Medina, Dakar, Sénégal"
"1765215269-98","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-coeur-3602222","5","4","400","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215271-99","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/location-villa-r2-almadies-3603139","8","6","","Almadies, Dakar, Sénégal"
"1765215273-100","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/location-villa-03-pieces-mamelles-3599789","3","2","150","Mamelles, Dakar, Sénégal"
"1765215276-101","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-mermoz-sacre-coeur-3603980","5","4","424","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215278-102","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/vente-villa-07-pieces-mermoz-sacre-coeur-3604921","7","8","675","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215281-103","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/vente-villa-760m-almadies-3607735","760","","","Almadies, Dakar, Sénégal"
"1765215283-104","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/vente-villa-200m-zac-mbao-3607770","200","","","Mbao, Dakar, Sénégal"
"1765215286-105","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/vente-villa-basse-6-pieces-liberte-6-3607875","6","3","200 m2","Dakar, Sénégal"
"1765215288-106","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/location-villa-r-1-a-mermoz-pyrotechnique-3607920","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215290-107","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mbour-ngaparou-3616625","4","600 m2","","Mbour, Sénégal"
"1765215293-108","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-mamelles-cite-mbakiyou-faye-3608483","","","","Mamelles, Dakar, Sénégal"
"1765215295-109","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/vente-villa-meublee-r2-liberte-6-3613521","150 m2","","","Sicap Liberté, Dakar, Sénégal"
"1765215298-110","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-coeur-3609245","5","4","432","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215300-111","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/vente-villa-commerciale-r3-hlm-grand-medine-3614623","200 m2","","","Diamalaye 1, Dakar, Sénégal"
"1765215302-112","https://sn.coinafrique.com/categorie/villas?page=71","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-socabeg-3615880","3","1","150 m2","Keur Massar, Sénégal"
"1765215308-113","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-djily-mbaye-yoff-3613121","9","8","450 m2","Yoff, Dakar, Sénégal"
"1765215310-114","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/vente-villa-168-m-hlm-6-3610453","4","2","168 m2","HLM, Dakar, Sénégal"
"1765215313-115","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/location-villa-03-pieces-mamelles-3611935","3","2","120","Mamelles, Dakar, Sénégal"
"1765215315-116","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/location-villa-basse-4-pieces-cite-conachap-liberte-3615359","4","2","","Dakar, Sénégal"
"1765215318-117","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-hlm-3614867","5","2","168","HLM, Dakar, Sénégal"
"1765215320-118","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/location-villas-03-pieces-ouakam-3615272","3","7","600","Ouakam, Dakar, Sénégal"
"1765215323-119","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-mermoz-sacre-coeur-3617645","5","4","350","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215325-120","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-hlm-3616397","5","444","","HLM, Dakar, Sénégal"
"1765215328-121","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-almadies-3659202","15","7","1008 m2","Almadies, Dakar, Sénégal"
"1765215330-122","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/vente-villa-09-pieces-mbao-3617124","9","7","386","Mbao, Dakar, Sénégal"
"1765215332-123","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-mermoz-sacre-coeur-3620229","4","3","350","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215335-124","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-mermoz-sacre-coeur-3621442","5","4","313","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215337-125","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-sicap-liberte-3626049","3","1","121","Sicap Liberté, Dakar, Sénégal"
"1765215340-126","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/vente-villas-05-pieces-hlm-3624280","5","2","168","HLM, Dakar, Sénégal"
"1765215342-127","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/location-villas-3-pieces-sicap-liberte-3627536","3","1","121","Sicap Liberté, Dakar, Sénégal"
"1765215345-128","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-medina-3630284","3","2","251","Medina, Dakar, Sénégal"
"1765215347-129","https://sn.coinafrique.com/categorie/villas?page=70","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-3632012","5","500","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215353-130","https://sn.coinafrique.com/categorie/villas?page=69","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-jardin-point-e-3635031","5","5","263 m2","Point E, Dakar, Sénégal"
"1765215355-131","https://sn.coinafrique.com/categorie/villas?page=69","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-ouakam-3634457","9","10","600","Ouakam, Dakar, Sénégal"
"1765215358-132","https://sn.coinafrique.com/categorie/villas?page=69","https://sn.coinafrique.com/annonce/villas/location-villa-r2-a-la-cite-isra-hann-marinas-maristes-3643036","6","5","","Mariste, Dakar, Sénégal"
"1765215360-133","https://sn.coinafrique.com/categorie/villas?page=69","https://sn.coinafrique.com/annonce/villas/location-villa-14-pieces-cite-damel-3646440","14","9","150 m2","Damel, Dakar, Sénégal"
"1765215362-134","https://sn.coinafrique.com/categorie/villas?page=69","https://sn.coinafrique.com/annonce/villas/vente-villa-03-pieces-ouakam-3643665","3","2","200","Ouakam, Dakar, Sénégal"
"1765215365-135","https://sn.coinafrique.com/categorie/villas?page=69","https://sn.coinafrique.com/annonce/villas/vente-villa-06-pieces-point-e-3643731","6","7","260","Point E, Dakar, Sénégal"
"1765215367-136","https://sn.coinafrique.com/categorie/villas?page=69","https://sn.coinafrique.com/annonce/villas/location-villas-7-pieces-mermoz-sacre-coeur-3648278","7","6","424","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215370-137","https://sn.coinafrique.com/categorie/villas?page=69","https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-mermoz-sacre-coeur-3648280","5","3","424","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765215372-138","https://sn.coinafrique.com/categorie/villas?page=69","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-sicap-liberte-6-3650623","3","1","121","Sicap Liberté, Dakar, Sénégal"
